id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan
68172,کفران,1,5684,4,37,93,1236
68173,کفروباوکه,0,,22,235,816,499
68174,کفرود,1,5685,4,37,93,1236
68175,کفروسلمان,0,,22,235,816,499
68176,کفری,1,5149,17,273,860,1796
68177,کفریز,0,,21,254,528,2337
68178,کفسان,0,,28,160,782,2149
68179,کفش کل محله,0,,25,368,39,163
68180,کفش کنان,0,,23,95,695,1957
68181,کفش گیری,1,4527,24,350,756,1239
68182,کفش محله,0,,24,404,760,1851
68183,کفشگران,0,,26,69,37,2161
68184,کفشگرکلا,0,,27,131,602,809
68185,کفشگرکلا,0,,27,54,517,2099
68186,کفشن شیخلارصفرلو,0,,1,150,812,2084
68187,کفکور,0,,27,411,1060,1255
68188,کفکی,0,,11,306,972,554
68189,کفکی,0,,10,97,771,294
68190,کفگیری,0,,11,228,383,569
68191,کفود,0,,25,369,373,1525
68192,کفودمژده,0,,25,369,373,1525
68193,کفه,0,,17,133,232,1177
68194,کفه اهوچر,0,,17,273,302,1278
68195,کفه خشکه میان,0,,17,379,865,2266
68196,کفه میدانک,0,,17,304,862,621
68197,کفیر,0,,31,116,515,2087
68198,کفیشه,0,,13,156,833,1707
68199,کفیشه,0,,13,258,837,643
68200,کفیل,0,,2,140,619,362
68201,کقالق,1,4631,1,47,794,355
68202,کک پزی قربانی,0,,15,172,705,1221
68203,کک پزی پیشنماززاده,0,,15,172,705,1221
68204,کک پزی یزدانی  /بیدستان /,0,,15,172,705,1221
68205,کک نشین,0,,27,119,1033,1908
68206,کک ونکی,0,,13,362,843,1333
68207,ککتل درنج,0,,16,420,547,2197
68208,ککجین,0,,18,312,751,170
68209,ککجین دره,0,,18,312,508,254
68210,ککدان,0,,16,233,329,2083
68211,ککران  /کهور گران /,0,,29,209,285,1233
68212,ککستان,0,,21,389,633,1838
68213,ککلیک آباد,0,,20,240,675,1330
68214,ککی,0,,16,148,56,2070
68215,ککی,0,,16,335,301,1268
68216,ککی,0,,16,253,981,1489
68217,ککی,0,,29,126,724,2086
68218,ککی سامرو,0,,16,231,662,851
68219,ککین,0,,18,86,749,1310
68220,کگدان,0,,16,233,329,2431
68221,کگدان,0,,16,233,329,2431
68222,کل,0,,13,50,260,1078
68223,کل,0,,13,50,355,1470
68224,کل,0,,16,420,13,711
68225,کل,0,,23,367,938,1669
68226,کل اب تی,0,,26,153,117,585
68227,کل اباد,0,,21,134,34,812
68228,کل ابچنار,0,,9,365,680,2426
68229,کل ابدوغی,0,,21,286,154,2458
68230,کل ابرسو,0,,21,134,623,135
68231,کل احمدی,0,,13,197,15,78
68232,کل اردن,0,,21,214,637,2097
68233,کل اله,0,,21,254,122,483
68234,کل بابادی,0,,13,50,260,1120
68235,کل بازار,0,,23,343,182,1666
68236,کل بردستان,0,,17,388,866,373
68237,کل بلند,0,,13,50,260,1120
68238,کل بندان,0,,21,134,153,2304
68239,کل بید,0,,13,362,843,1062
68240,کل بید,0,,21,59,221,1063
68241,کل پشت,0,,27,139,571,2049
68242,کل پله,0,,26,153,117,1952
68243,کل پیچوک,0,,16,231,662,2127
68244,کل تپه,0,,3,38,75,1827
68245,کل تپه,0,,2,391,234,1896
68246,کل تخته,0,,17,388,563,2421
68247,کل تنگار,0,,23,343,692,1068
68248,کل تیتران,0,,16,420,13,711
68249,کل جاک,0,,21,316,183,712
68250,کل جمشید,0,,23,95,695,425
68251,کل جودون,0,,21,134,623,2559
68252,کل جهان,0,,13,58,1022,1413
68253,کل چات,0,,16,51,657,850
68254,کل چاتک,0,,16,148,56,2070
68255,کل چال,0,,25,368,39,2190
68256,کل چاهی,0,,10,416,775,400
68257,کل چنار,0,,13,50,830,526
68258,کل چویل,0,,13,50,830,879
68259,کل حسین اباد,0,,21,269,627,2429
68260,کل حوض باقری,0,,11,357,645,847
68261,کل خانی,0,,21,193,1065,2572
68262,کل خرگوشی,0,,21,134,623,135
68263,کل خنگک,0,,13,50,830,526
68264,کل خنگک بزرگ,0,,13,428,275,2125
68265,کل خنگک کوچک,0,,13,428,275,2125
68266,کل خواجه,0,,13,50,260,1120
68267,کل خواجه سفلی,0,,13,50,260,1120
68268,کل خونگستان,0,,13,177,393,1496
68269,کل داود,0,,22,235,449,1848
68270,کل دوزخ دو,1,6858,13,50,830,879
68271,کل دوزخ یک,1,6857,13,50,830,879
68272,کٍل دولتشاهی,0,,26,243,934,2566
68273,کل دیک,0,,13,50,260,1120
68274,کل ذرت,0,,29,80,135,1562
68275,کل زنگوییه,0,,21,134,623,135
68276,کل سر,0,,25,252,586,2253
68277,کل سرخ عیدی,0,,26,341,412,1654
68278,کل سفید,0,,22,248,486,1419
68279,کل سفید,0,,6,176,685,114
68280,کل سکان,0,,16,301,913,1759
68281,کل سنگوییه,0,,21,68,630,2022
68282,کل شب روان,0,,16,148,56,2070
68283,کل شور,0,,23,367,938,1669
68284,کل صفایی,0,,21,134,623,135
68285,کل عالیون,0,,29,403,350,1007
68286,کل غور,0,,17,203,879,1202
68287,کل قری,0,,11,114,164,304
68288,کل قنبر,0,,21,134,623,2559
68289,کل قنبر,0,,21,134,34,146
68290,کل قیصری,0,,23,343,356,1165
68291,کل کارنج,0,,13,50,830,879
68292,کل کاموس,0,,25,212,272,1566
68293,کل کبود,0,,30,202,336,1395
68294,کل کرمی,0,,21,211,635,1219
68295,کل کش,1,4983,22,360,536,891
68296,کل کشته داودخان,0,,26,181,461,240
68297,کل کل,0,,22,248,817,2095
68298,کل کل,0,,13,50,830,526
68299,کل کل عباس اباد,0,,23,185,694,1076
68300,کل کل علیا,1,6055,6,142,687,42
68301,کل کل علیا,0,,6,53,690,1367
68302,کل کلاب,0,,23,343,182,1666
68303,کل کله,0,,9,345,1030,2306
68304,کل کلی,0,,21,254,90,782
68305,کل کمران سفلی,0,,10,234,1009,2352
68306,کل کناره,0,,17,203,353,509
68307,کل کنگ,0,,16,222,159,635
68308,کل کوره,0,,23,95,106,426
68309,کل کوشک,0,,22,329,436,1674
68310,کل کوه سردار,0,,13,46,42,1878
68311,کل کوهی,0,,21,328,390,1498
68312,کل گاوراه,0,,26,341,931,2025
68313,کل گاه,0,,17,229,859,1546
68314,کل گاه,0,,26,41,267,1152
68315,کل گچی,0,,9,365,680,2426
68316,کل گدار,0,,22,276,822,913
68317,کل گذری,0,,16,395,980,1253
68318,کل گردان,0,,16,233,121,2354
68319,کل گری,0,,16,395,980,1253
68320,کل گو,0,,21,211,150,611
68321,کل گوش,0,,11,114,164,304
68322,کل گونک,0,,16,148,659,1883
68323,کل لات,0,,27,119,225,375
68324,کل مازادبنه پیر,0,,23,95,106,426
68325,کل محله,0,,25,212,576,1205
68326,کل محله,0,,25,212,180,1487
68327,کل محمدحسین,0,,13,197,836,882
68328,کل مریدان,0,,21,134,153,2304
68329,کل مسلی,0,,29,72,727,2162
68330,کل مشک,0,,21,193,967,1156
68331,کل معدنوییه,0,,21,134,319,1338
68332,کل ملک اباد,0,,11,275,778,284
68333,کل مله ای جوکار,0,,23,89,559,2246
68334,کل مندوییه,0,,21,269,627,2429
68335,کل مهکو,0,,17,417,2,833
68336,کل نرگس,0,,13,50,830,879
68337,کل نرگس کارنج,0,,13,50,830,879
68338,کل نقدعلی,0,,13,50,260,1120
68339,کل نهره,0,,27,250,594,2521
68340,کلا,0,,28,292,790,1753
68341,کلا,0,,27,94,1069,1682
68342,کلا,0,,27,413,89,551
68343,کلا,0,,15,172,47,1872
68344,کلا سیاه,0,,17,273,302,399
68345,کلاب,0,,25,206,124,1146
68346,کلاب,0,,21,134,319,1338
68347,کلاب,0,,12,64,766,325
68348,کلاب احمد,0,,23,343,182,1666
68349,کلاب سفلی,0,,23,343,182,1666
68350,کلاب صوفیان سفلی,1,6773,21,134,623,894
68351,کلاب صوفیان علیا,0,,21,134,623,894
68352,کلاب علیا,0,,23,343,182,1666
68353,کلاب وسطی,0,,23,343,182,1666
68354,کلابروک,0,,13,177,393,1587
68355,کلابشک,0,,21,316,183,1213
68356,کلابوسی,0,,21,316,183,2244
68357,کلات,0,,26,106,1004,164
68358,کلات,0,,7,284,939,98
68359,کلات,0,,11,357,458,1317
68360,کلات,0,,9,365,429,504
68361,کلات,0,,23,343,182,1666
68362,کلات,0,,23,343,692,1068
68363,کلات,0,,7,120,256,409
68364,کلات,0,,7,180,462,1902
68365,کلات,0,,29,82,395,403
68366,کلات,1,5359,12,30,765,1215
68367,کلات (کلات کوچ ),0,,16,335,301,1268
68368,کلات باباخان دره,0,,12,30,765,1215
68369,کلات بالا,0,,16,420,95,397
68370,کلات بونه راه دزدان,0,,23,343,263,423
68371,کلات پایین(جهل),0,,16,335,301,1268
68372,کلات جنگل,0,,10,416,775,2424
68373,کلات حاجی نورمحمدبراهویی,0,,16,421,398,1430
68374,کلات خطبه سرا,0,,25,281,475,943
68375,کلات رضاقلی,0,,10,280,266,2062
68376,کلات سفلی,0,,16,420,95,397
68377,کلات علی,0,,10,175,522,1648
68378,کلات کوه,0,,16,148,56,247
68379,کلات گودی,0,,29,72,727,2162
68380,کلات مالک,0,,21,316,183,712
68381,کلات محمک,0,,29,403,350,401
68382,کلاتک,0,,16,395,980,452
68383,کلاتک,0,,23,343,356,1165
68384,کلاتک,0,,21,316,636,1386
68385,کلاتک,1,3864,16,231,662,851
68386,کلاتک,0,,16,395,980,1253
68387,کلاتک,0,,29,403,143,729
68388,کلاتک سر,0,,29,73,516,481
68389,کلاتکان,0,,21,316,183,1213
68390,کلاتو,0,,13,58,407,1636
68391,کلاتو,0,,21,316,636,1852
68392,کلاتو,0,,7,129,704,658
68393,کلاتو,0,,15,172,47,1872
68394,کلاتو,0,,15,172,47,1872
68395,کلاتو,0,,29,80,720,548
68396,کلاتو,0,,29,82,1014,1032
68397,کلاتو,0,,29,209,725,7
68398,کلاتون,0,,17,321,229,198
68399,کلاتون,0,,21,389,633,1838
68400,کلاته,0,,16,402,544,579
68401,کلاته,0,,11,169,999,2589
68402,کلاته,0,,6,142,1062,2560
68403,کلاته,1,5125,8,422,734,431
68404,کلاته آقا احمد,0,,15,260,84,919
68405,کلاته آهنگ,0,,11,63,971,634
68406,کلاته اب انار,0,,10,280,266,2062
68407,کلاته اب شیرین,0,,11,323,504,568
68408,کلاته اب شیرین,0,,11,63,971,319
68409,کلاته اباد/کلاهی /,0,,15,397,949,2383
68410,کلاته ابراهیم,0,,11,63,971,634
68411,کلاته ابراهیم اباد,0,,11,419,647,1004
68412,کلاته ابراهیم اباد/کلاته ابراهیم خان /,0,,11,99,374,1526
68413,کلاته ابراهیم بیک,0,,11,236,570,2131
68414,کلاته ابراهیم خان,0,,11,114,469,1212
68415,کلاته ابراهیم شکاری,0,,15,397,949,2383
68416,کلاته ابریشم,0,,12,194,157,629
68417,کلاته ابسرده,0,,26,69,927,2563
68418,کلاته ابوالقاسم,0,,11,275,778,1614
68419,کلاته ابوذر/کلاته شاهین /,0,,11,419,647,462
68420,کلاته ابوطالب,0,,10,168,168,654
68421,کلاته اتشقاه,0,,11,323,644,472
68422,کلاته اتعلی,0,,12,194,422,1162
68423,کلاته احمد,0,,11,318,643,1097
68424,کلاته احمد,0,,11,236,570,2131
68425,کلاته احمددرزی,0,,11,357,458,1879
68426,کلاته احمدطیبی,0,,11,228,642,1830
68427,کلاته احمدی,0,,11,357,458,1879
68428,کلاته احمدی/ کلاته پزی /,0,,11,323,644,472
68429,کلاته اخوند,0,,11,298,651,1749
68430,کلاته اخوند,0,,10,416,388,1574
68431,کلاته اراز,0,,11,144,648,756
68432,کلاته اراض,0,,11,173,67,2369
68433,کلاته ارباب,0,,11,174,1043,1581
68434,کلاته اربابی,0,,15,172,47,596
68435,کلاته ارچین اباد,0,,11,318,643,1462
68436,کلاته ارغیانی,0,,12,30,72,1629
68437,کلاته استادرمضان,0,,11,63,971,319
68438,کلاته استادمحمد,0,,11,63,971,634
68439,کلاته استادمحمد,0,,15,392,709,1008
68440,کلاته استادمحمد,0,,15,397,463,1208
68441,کلاته استاعبدل,0,,11,357,645,492
68442,کلاته اسد,0,,15,397,949,2383
68443,کلاته اسداله,0,,10,234,1009,2493
68444,کلاته اسماعیل,0,,11,383,646,2397
68445,کلاته اسماعیل,0,,10,293,33,875
68446,کلاته اسماعیل بیک,0,,11,330,298,493
68447,کلاته اسمعیل,0,,11,318,643,1462
68448,کلاته اسیا,0,,11,306,410,1641
68449,کلاته اسیاب سنگی /کلاته اب باریک,0,,11,114,164,304
68450,کلاته اشتر,0,,11,67,652,2036
68451,کلاته اشتر,0,,12,352,994,295
68452,کلاته اشو,0,,11,67,48,1021
68453,کلاته اشیان /کلاغ اشیان /,0,,12,64,766,261
68454,کلاته اصغراباد / کلاته خسروخان/,0,,12,371,770,874
68455,کلاته افشاری,0,,11,419,1019,1709
68456,کلاته افضل اباد /افضل اباد/,0,,11,228,642,1830
68457,کلاته اقا,0,,11,67,652,2036
68458,کلاته اقابیک,0,,11,330,298,493
68459,کلاته اقاحسین,0,,11,114,164,2392
68460,کلاته اقازاده,0,,11,228,642,1830
68461,کلاته اقاسیدمحمد,0,,11,63,971,319
68462,کلاته اقاعلی اکبر,0,,11,228,277,960
68463,کلاته اقامحمد,0,,11,113,1034,1884
68464,کلاته اقامحمد,0,,11,323,644,472
68465,کلاته اقامیر,0,,11,114,639,306
68466,کلاته اقانبی,0,,12,64,766,325
68467,کلاته اقل شور,0,,11,158,655,1195
68468,کلاته اکبر,0,,15,260,109,444
68469,کلاته البالو,0,,11,323,644,472
68470,کلاته النگ دراز,0,,11,419,300,1267
68471,کلاته الو,0,,15,397,949,2383
68472,کلاته اله رسان,0,,11,113,640,617
68473,کلاته اله قلی,0,,11,419,1019,1709
68474,کلاته اله قلی,0,,12,371,561,1608
68475,کلاته اله نظر,0,,11,236,650,898
68476,کلاته الهاک,0,,15,397,949,2383
68477,کلاته الیاس,0,,11,114,73,317
68478,کلاته الیاس,0,,11,174,641,567
68479,کلاته امبوسان پایین,0,,11,383,17,544
68480,کلاته اناموسی,0,,12,371,561,83
68481,کلاته انتظام,0,,11,63,1071,1403
68482,کلاته انجیری,0,,11,63,971,634
68483,کلاته انداده,0,,11,132,975,299
68484,کلاته انگستان,0,,10,293,33,287
68485,کلاته انگی,0,,11,357,458,1879
68486,کلاته اولنگ,0,,11,63,971,634
68487,کلاته اهن,0,,11,357,458,1879
68488,کلاته اهن,0,,11,99,411,615
68489,کلاته اهنگران بالا,0,,11,127,973,1041
68490,کلاته اهنگرها,0,,11,228,642,1830
68491,کلاته اهنی,0,,11,99,411,1652
68492,کلاته بابا,0,,11,63,971,634
68493,کلاته بابا,0,,12,274,768,1514
68494,کلاته بابا,0,,10,97,771,294
68495,کلاته بابااحمد,0,,15,392,392,705
68496,کلاته باباخان,0,,11,419,300,102
68497,کلاته بازدید,0,,10,234,1009,2352
68498,کلاته بازرگان,0,,10,97,771,294
68499,کلاته بازه کلان /بازه کلاته ها,0,,11,419,300,102
68500,کلاته باغ,0,,12,30,72,1629
68501,کلاته باغ,0,,11,419,1019,1709
68502,کلاته باغو,0,,15,260,109,959
68503,کلاته باقرخان سه,0,,12,64,766,261
68504,کلاته باقی خان /کلاته باقی /,0,,11,275,172,663
68505,کلاته بالا,0,,11,228,383,464
68506,کلاته بالا,0,,11,357,645,492
68507,کلاته بالا,0,,11,67,652,2036
68508,کلاته بالا,0,,11,63,971,634
68509,کلاته بالا,0,,10,308,774,1777
68510,کلاته بالا/ کلات بالا/,0,,10,234,246,1011
68511,کلاته بالی,0,,12,274,768,1514
68512,کلاته بام,0,,12,30,72,311
68513,کلاته ببر,0,,11,228,277,2032
68514,کلاته بجدی,0,,10,97,771,174
68515,کلاته بختیاری,0,,11,114,639,306
68516,کلاته بخشدار,0,,10,416,388,1574
68517,کلاته بدر,0,,15,397,949,1746
68518,کلاته براتعلی/کلاته همراه,0,,12,371,349,1779
68519,کلاته براقی,0,,11,132,975,527
68520,کلاته برج,0,,11,63,971,634
68521,کلاته بردی,0,,11,228,383,464
68522,کلاته برفی,1,6422,11,383,646,1663
68523,کلاته برفی,0,,11,236,570,514
68524,کلاته برق سفلی,0,,11,67,48,1021
68525,کلاته برق علیا,0,,11,67,48,1021
68526,کلاته برکال,0,,11,67,48,1021
68527,کلاته بز,0,,12,371,770,694
68528,کلاته بزرگ,0,,12,30,765,1277
68529,کلاته بزرگ /دوزنگ /,1,6068,11,113,1034,298
68530,کلاته بززار,0,,11,158,655,848
68531,کلاته بزی,0,,11,114,469,1212
68532,کلاته بشگزی/  کلاته شگزی /,0,,10,234,1009,2352
68533,کلاته بشیم,0,,12,371,561,83
68534,کلاته بغمزا,0,,10,280,266,1150
68535,کلاته بقال,0,,15,260,109,444
68536,کلاته بک,0,,11,132,415,827
68537,کلاته بلبل,0,,11,158,385,2061
68538,کلاته بلوچ,0,,10,234,246,1011
68539,کلاته بلوچ,0,,11,228,642,1830
68540,کلاته بلوچ,0,,11,419,300,1267
68541,کلاته بلوچ,0,,10,175,522,2124
68542,کلاته بنزه,0,,11,173,884,1900
68543,کلاته بوستان,0,,11,63,971,319
68544,کلاته بهبود,0,,11,164,165,1307
68545,کلاته بهبود,0,,11,169,977,1647
68546,کلاته بهرامی,0,,10,74,24,1211
68547,کلاته بهمان,0,,11,169,977,1647
68548,کلاته بهمنی,0,,11,323,644,472
68549,کلاته بی بو,0,,11,357,645,492
68550,کلاته بیات,0,,11,228,383,464
68551,کلاته بیرجندی,0,,15,260,84,1960
68552,کلاته بیرون,0,,15,397,949,1746
68553,کلاته بیک,0,,11,323,504,348
68554,کلاته بیک,0,,11,419,647,2248
68555,کلاته پایین,0,,11,169,977,1647
68556,کلاته پاداش,0,,11,323,504,348
68557,کلاته پاسوخته/ کلاته سرج,0,,11,357,458,1879
68558,کلاته پای گدار,0,,10,97,771,294
68559,کلاته پایه,1,5601,11,144,525,2147
68560,کلاته پایین دره,0,,11,323,504,342
68561,کلاته پایین ده  /کلاته پایین /,0,,11,228,383,464
68562,کلاته پرچمی,0,,11,357,458,1879
68563,کلاته پریشان,0,,11,357,458,1879
68564,کلاته پساوه خوار,0,,11,173,884,1900
68565,کلاته پشت اسمان بالا,0,,15,260,109,959
68566,کلاته پشت بام,0,,12,125,167,1575
68567,کلاته پنج در,0,,11,419,300,1267
68568,کلاته پوزه,0,,11,63,971,634
68569,کلاته پولادخان,0,,12,64,766,57
68570,کلاته پونه,0,,11,67,652,2036
68571,کلاته پهلوانلو,1,3726,12,64,766,325
68572,کلاته پیاله,0,,12,30,765,2427
68573,کلاته پیر,0,,11,383,17,544
68574,کلاته پیر,0,,11,419,1019,1709
68575,کلاته پیر,0,,12,30,72,1629
68576,کلاته پیشرت,0,,11,173,884,1900
68577,کلاته پیشکوه,0,,11,323,644,472
68578,کلاته پیشنماز,0,,11,174,641,567
68579,کلاته پیوند,0,,11,114,73,317
68580,کلاته تاتار,0,,11,419,647,1754
68581,کلاته تاج,0,,11,216,348,1445
68582,کلاته تارش اباد,0,,10,293,33,875
68583,کلاته تاکور,0,,11,383,17,544
68584,کلاته تپه,0,,10,416,388,1676
68585,کلاته تخت,0,,15,260,109,959
68586,کلاته ترکها,0,,12,125,166,1005
68587,کلاته تشی,0,,12,371,349,1779
68588,کلاته تقی,0,,11,323,504,348
68589,کلاته تقی,0,,15,172,47,596
68590,کلاته تقی اباد,0,,11,323,504,348
68591,کلاته تقی نوا,0,,11,323,504,348
68592,کلاته تک ایلی,0,,11,323,504,348
68593,کلاته تک خال,0,,11,63,971,319
68594,کلاته تک سیاه,0,,11,63,971,319
68595,کلاته تک شوراب,0,,11,323,644,307
68596,کلاته تک لک,0,,11,357,458,1879
68597,کلاته تک هنگ,0,,11,228,383,464
68598,کلاته تلخ اوند,0,,11,63,971,319
68599,کلاته تلخ بزرگ,0,,11,114,469,1212
68600,کلاته تلکی,0,,11,144,525,455
68601,کلاته تنگل,0,,11,323,504,342
68602,کلاته تنگل اغل,0,,11,383,17,544
68603,کلاته تنگه/تنگه,0,,15,172,47,1872
68604,کلاته توت,0,,10,416,388,1676
68605,کلاته توت دره,0,,11,127,973,1041
68606,کلاته توت/ توت,0,,11,174,552,1302
68607,کلاته توحیدی,0,,11,158,385,2061
68608,کلاته توکل اباد,0,,10,416,388,1574
68609,کلاته توکلی,0,,11,114,639,471
68610,کلاته تیرکمان,0,,11,228,383,1183
68611,کلاته تیشتر,0,,11,99,411,1652
68612,کلاته تیمور,0,,11,323,504,342
68613,کلاته تیموری,0,,11,383,646,550
68614,کلاته تیوج,0,,10,280,266,1150
68615,کلاته ثم,0,,11,114,164,304
68616,کلاته ثم,0,,11,419,300,1267
68617,کلاته ثم سفلی,0,,11,114,164,304
68618,کلاته جارو,0,,11,63,971,634
68619,کلاته جاقری,0,,12,30,765,2427
68620,کلاته جان محمد,0,,11,216,348,1445
68621,کلاته جبار,0,,11,298,453,1858
68622,کلاته جعفر,0,,11,419,300,131
68623,کلاته جعفر,0,,11,419,647,2248
68624,کلاته جعفر,0,,11,144,648,1157
68625,کلاته جعفر,0,,15,172,47,1872
68626,کلاته جعفر,0,,15,260,84,919
68627,کلاته جعفراباد,0,,12,288,222,600
68628,کلاته جعفری,0,,10,293,33,875
68629,کلاته جغبایی,0,,11,169,977,1647
68630,کلاته جغنه,0,,11,67,652,2036
68631,کلاته جلیل,0,,11,323,504,348
68632,کلاته جمعه,0,,11,67,48,1621
68633,کلاته جوادی /عباس اباد حسین زراعتی,0,,10,293,33,875
68634,کلاته جوزبر,0,,11,114,73,317
68635,کلاته جوزقیاز,0,,10,293,33,287
68636,کلاته جونگی,0,,11,357,645,492
68637,کلاته جوهرسفلی/ کلاته جدرسفلی /,0,,11,383,17,544
68638,کلاته جوین,0,,11,174,181,2405
68639,کلاته جهان شیر,0,,11,63,971,319
68640,کلاته چاپارقلعه,0,,11,383,646,2005
68641,کلاته چاجیها,0,,10,234,773,2361
68642,کلاته چاسر /چهسر,0,,15,392,392,705
68643,کلاته چال بازه,0,,11,419,300,1267
68644,کلاته چاه قرغاب,0,,11,419,300,102
68645,کلاته چراغ,0,,15,172,47,596
68646,کلاته چراغ اباد,0,,11,318,63,1106
68647,کلاته چشمه علیمو,0,,11,383,646,1013
68648,کلاته چشمه غارچه,0,,11,419,647,1754
68649,کلاته چلغا,0,,11,63,971,634
68650,کلاته چلو,0,,12,64,521,2114
68651,کلاته چنار,0,,15,397,949,1746
68652,کلاته چنار,0,,12,371,561,83
68653,کلاته چنق,0,,11,127,973,1041
68654,کلاته چنگ,0,,15,397,949,1746
68655,کلاته چوقان,0,,11,323,504,348
68656,کلاته چهارباغ,0,,12,30,72,1629
68657,کلاته چهارتخته,0,,11,323,504,348
68658,کلاته چهل گانی,0,,12,30,765,1215
68659,کلاته حاتم,0,,12,30,765,1277
68660,کلاته حاج اسحق علی,0,,15,172,47,596
68661,کلاته حاج اسدالتولی /کربلایی علم والله,0,,11,419,300,131
68662,کلاته حاج اسماعیل,0,,11,114,469,1212
68663,کلاته حاج اکبر,0,,15,172,705,994
68664,کلاته حاج الهیار,0,,11,419,1019,1709
68665,کلاته حاج امیر,0,,11,383,646,550
68666,کلاته حاج تقی,0,,15,172,47,596
68667,کلاته حاج حسن,0,,11,114,73,317
68668,کلاته حاج حسن,0,,11,228,383,1524
68669,کلاته حاج حسن,0,,11,419,1019,1709
68670,کلاته حاج حسن /چاه حاج حسن /,0,,10,416,775,2492
68671,کلاته حاج حسین,0,,11,173,67,2369
68672,کلاته حاج رحمت,0,,11,228,383,464
68673,کلاته حاج صادق,0,,15,172,47,1872
68674,کلاته حاج علی,0,,11,228,277,1745
68675,کلاته حاج علی,0,,11,383,274,473
68676,کلاته حاج علی,0,,11,63,971,319
68677,کلاته حاج علی,0,,15,172,47,1872
68678,کلاته حاج علی,0,,12,125,166,779
68679,کلاته حاج علی اصغر,0,,15,260,84,1960
68680,کلاته حاج علی اصغر,0,,12,64,766,57
68681,کلاته حاج علی اکبر,0,,11,419,1019,1709
68682,کلاته حاج علی اکبر,0,,15,172,47,596
68683,کلاته حاج علی اکبر / کلاته حاج رحمت,0,,12,125,167,1646
68684,کلاته حاج علی خان,0,,12,30,765,29
68685,کلاته حاج علیداد,0,,12,64,521,2114
68686,کلاته حاج کاظم,0,,15,260,84,1960
68687,کلاته حاج ملاحسن,0,,11,419,1019,1709
68688,کلاته حاج موسی,0,,11,419,1019,1709
68689,کلاته حاج موسی /حسین اباد/,0,,15,397,949,2383
68690,کلاته حاج مهدی,0,,15,260,84,919
68691,کلاته حاج یعقوب,0,,15,397,949,2383
68692,کلاته حاجی,0,,11,114,469,1212
68693,کلاته حاجی,0,,11,323,504,348
68694,کلاته حاجی,0,,11,357,458,1879
68695,کلاته حاجی,0,,11,419,341,345
68696,کلاته حاجی,0,,11,63,971,634
68697,کلاته حاجی,0,,10,232,14,69
68698,کلاته حاجی,0,,10,74,24,105
68699,کلاته حاجی /کلاته محمدحاجی,0,,10,308,1051,1926
68700,کلاته حاجی آشور,0,,12,194,157,824
68701,کلاته حاجی ابراهیمی,0,,11,419,300,102
68702,کلاته حاجی احمد/ رحمت اباد,0,,11,114,164,2392
68703,کلاته حاجی اخوند,0,,11,419,300,1267
68704,کلاته حاجی اصغر,0,,11,323,504,348
68705,کلاته حاجی باقر,0,,11,169,977,1647
68706,کلاته حاجی برات,0,,11,228,642,1829
68707,کلاته حاجی جهان بیک,0,,11,419,300,131
68708,کلاته حاجی خان,0,,11,228,383,1183
68709,کلاته حاجی خان,0,,11,419,1019,382
68710,کلاته حاجی خان,0,,11,236,570,2131
68711,کلاته حاجی رحمت,0,,11,275,778,1614
68712,کلاته حاجی رستمی,0,,12,64,766,261
68713,کلاته حاجی رضا,0,,10,97,771,294
68714,کلاته حاجی رضا,0,,10,175,457,1876
68715,کلاته حاجی زمان,0,,10,293,33,287
68716,کلاته حاجی شیرمحمد,0,,11,419,1019,1709
68717,کلاته حاجی عطا,0,,10,175,772,1016
68718,کلاته حاجی عظیم,0,,11,298,651,296
68719,کلاته حاجی علی,0,,11,173,67,2369
68720,کلاته حاجی علی اکبر( شهرک قلعه حق کوچک,0,,12,64,521,2187
68721,کلاته حاجی علی داد,0,,11,318,643,1097
68722,کلاته حاجی قاضی /چاه اباد,0,,11,113,640,655
68723,کلاته حاجی قدرت,0,,11,228,642,1830
68724,کلاته حاجی قربان,0,,10,168,168,654
68725,کلاته حاجی قربان,0,,11,383,274,2382
68726,کلاته حاجی قربان,0,,10,232,14,69
68727,کلاته حاجی مطلب,0,,11,169,977,1647
68728,کلاته حاجی ملا,0,,11,419,1019,1709
68729,کلاته حاجی نصیر/ کلاته شاه محمد/,0,,11,318,63,1106
68730,کلاته حاجی نظر,0,,11,383,274,473
68731,کلاته حاجی یوسف,0,,10,97,771,294
68732,کلاته حبشی,0,,11,419,647,1754
68733,کلاته حبیب,0,,11,173,884,1900
68734,کلاته حبیب,0,,12,30,765,2427
68735,کلاته حبیب,0,,10,416,388,1574
68736,کلاته حجره,0,,11,158,655,1195
68737,کلاته حجی محمد / کلاته حاج محمد/,0,,11,357,458,1879
68738,کلاته حسامی /تنگل بهر,0,,11,67,652,2036
68739,کلاته حسن,0,,11,114,164,2392
68740,کلاته حسن,0,,11,383,646,2397
68741,کلاته حسن,0,,11,419,1019,1709
68742,کلاته حسن,0,,11,144,525,455
68743,کلاته حسن,0,,11,169,999,2311
68744,کلاته حسن,0,,10,416,775,2424
68745,کلاته حسن اباد,0,,11,419,1019,1683
68746,کلاته حسن اباد,0,,12,30,765,993
68747,کلاته حسن برات,0,,10,232,14,69
68748,کلاته حسن بیک,0,,10,168,168,332
68749,کلاته حسن شاه,0,,11,114,639,471
68750,کلاته حسن غول,0,,11,114,639,471
68751,کلاته حسنقلی,0,,12,194,422,1162
